 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C           MBA2POM_C           MBA2MBD_C           MBD2MBA_C             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3              Nitrif            DENitrif            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N           MBA2POM_N           MBA2MBD_N           MBD2MBA_N                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201007        0.117781E-03        0.165973E-03        0.116181E-04        0.614099E-04        0.929447E-04        0.275230E-05        0.204862E-04        0.247490E-05        0.184214E-04        0.277403E-06        0.206479E-05        0.228591E-05        0.228591E-05        0.361610E-10        0.000000E+00       -0.361610E-10        0.116112E-03        0.129559E-11        0.160704E-07        0.731756E-08        0.244402E-07        0.478295E-07        0.899783E-08        0.217112E-08        0.110799E-07        0.671535E-12        0.624053E-12        0.792560E-11        0.163812E-05        0.117781E-03        0.117781E-03        0.116112E-03        0.166903E-05        0.000000E+00        0.166609E-05        0.294046E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201008        0.989185E-04        0.120644E-03        0.844509E-05        0.446383E-04        0.675607E-04        0.300807E-05        0.272945E-04        0.270489E-05        0.245435E-04        0.303182E-06        0.275099E-05        0.252278E-05        0.252278E-05        0.445005E-11        0.000000E+00       -0.445005E-11        0.974071E-04        0.196570E-11        0.157939E-07        0.800465E-08        0.248692E-07        0.486697E-07        0.950213E-08        0.257290E-08        0.120692E-07        0.101887E-11        0.946829E-12        0.138074E-10        0.138314E-05        0.989185E-04        0.989185E-04        0.974071E-04        0.151145E-05        0.000000E+00        0.150872E-05        0.272614E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201009        0.925658E-04        0.101913E-03        0.713389E-05        0.377077E-04        0.570712E-04        0.296918E-05        0.320258E-04        0.266992E-05        0.287980E-04        0.299262E-06        0.322786E-05        0.259948E-05        0.259948E-05        0.512091E-12        0.000000E+00       -0.512091E-12        0.911641E-04        0.330782E-12        0.142915E-07        0.738648E-08        0.226533E-07        0.443316E-07        0.989448E-08        0.293689E-08        0.128983E-07        0.171452E-12        0.159330E-12        0.206760E-11        0.124006E-05        0.925658E-04        0.925658E-04        0.911641E-04        0.140162E-05        0.000000E+00        0.139906E-05        0.255496E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201010        0.781319E-04        0.722963E-04        0.506074E-05        0.267496E-04        0.404859E-04        0.267556E-05        0.350381E-04        0.240589E-05        0.315067E-04        0.269668E-06        0.353147E-05        0.250610E-05        0.250610E-05        0.683675E-13        0.000000E+00       -0.683675E-13        0.769536E-04        0.105309E-10        0.118439E-07        0.608835E-08        0.187390E-07        0.366818E-07        0.101169E-07        0.320601E-08        0.134480E-07        0.545842E-11        0.507248E-11        0.540120E-10        0.101665E-05        0.781319E-04        0.781319E-04        0.769536E-04        0.117830E-05        0.000000E+00        0.117590E-05        0.240066E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201011        0.483805E-04        0.197300E-04        0.138110E-05        0.730011E-05        0.110488E-04        0.248314E-05        0.352957E-04        0.223287E-05        0.317382E-04        0.250274E-06        0.355743E-05        0.245050E-05        0.245050E-05        0.123173E-13        0.000000E+00       -0.123173E-13        0.475390E-04        0.102015E-10        0.103781E-07        0.500880E-08        0.160791E-07        0.314762E-07        0.101856E-07        0.337210E-08        0.137269E-07        0.528769E-11        0.491382E-11        0.499481E-10        0.718879E-06        0.483805E-04        0.483805E-04        0.475390E-04        0.841553E-06        0.000000E+00        0.839269E-06        0.228423E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201012        0.211492E-04        0.707151E-05        0.495006E-06        0.261646E-05        0.396004E-05        0.119591E-05        0.160847E-04        0.107538E-05        0.144635E-04        0.120535E-06        0.162117E-05        0.111352E-05        0.111352E-05        0.275165E-14        0.000000E+00       -0.275165E-14        0.207365E-04        0.917918E-07        0.886794E-08        0.392027E-08        0.133636E-07        0.117943E-06        0.101420E-07        0.344543E-08        0.137891E-07        0.475779E-07        0.442138E-07        0.568986E-06        0.153132E-06        0.211492E-04        0.211492E-04        0.207365E-04        0.412734E-06        0.000000E+00        0.410493E-06        0.224068E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201101        0.839186E-05        0.562741E-05        0.393919E-06        0.208214E-05        0.315136E-05        0.489904E-06        0.476140E-05        0.440528E-06        0.428151E-05        0.493772E-07        0.479900E-06        0.327781E-06        0.327781E-06        0.759561E-15        0.000000E+00       -0.759561E-15        0.827081E-05        0.148959E-06        0.744144E-08        0.325426E-08        0.111769E-07        0.170831E-06        0.999748E-08        0.345359E-08        0.136760E-07        0.772088E-07        0.717497E-07        0.863484E-06        0.401995E-09        0.839186E-05        0.839186E-05        0.822693E-05        0.164937E-06        0.000000E+00        0.162576E-06        0.236072E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201102        0.341578E-04        0.107952E-04        0.755666E-06        0.399424E-05        0.604534E-05        0.200877E-05        0.283418E-04        0.180631E-05        0.254852E-04        0.202463E-06        0.285655E-05        0.208450E-05        0.208450E-05        0.262425E-15        0.000000E+00       -0.262425E-15        0.354358E-04        0.198238E-08        0.868744E-08        0.357969E-08        0.128190E-07        0.270685E-07        0.983566E-08        0.344068E-08        0.135194E-07        0.102751E-08        0.954864E-09        0.749300E-08        0.431311E-06        0.341578E-04        0.341578E-04        0.335314E-04        0.626450E-06        0.000000E+00        0.624055E-06        0.239440E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201103        0.375995E-04        0.251973E-04        0.176381E-05        0.932301E-05        0.141105E-04        0.189086E-05        0.214610E-04        0.170028E-05        0.192980E-04        0.190579E-06        0.216304E-05        0.179577E-05        0.179577E-05        0.872757E-16        0.000000E+00       -0.872757E-16        0.369388E-04        0.457537E-07        0.103821E-07        0.398155E-08        0.150099E-07        0.751274E-07        0.984087E-08        0.347349E-08        0.135834E-07        0.237153E-07        0.220385E-07        0.298048E-06        0.162997E-06        0.375995E-04        0.375995E-04        0.369388E-04        0.660636E-06        0.000000E+00        0.658278E-06        0.235761E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201104        0.684136E-04        0.670100E-04        0.469070E-05        0.247937E-04        0.375256E-04        0.267414E-05        0.277236E-04        0.240462E-05        0.249293E-04        0.269525E-06        0.279424E-05        0.259409E-05        0.259409E-05        0.218977E-16        0.000000E+00       -0.218977E-16        0.674518E-04        0.225522E-10        0.117698E-07        0.437127E-08        0.168672E-07        0.330308E-07        0.993186E-08        0.352379E-08        0.137543E-07        0.116893E-10        0.108629E-10        0.126443E-09        0.903171E-06        0.684136E-04        0.684136E-04        0.674518E-04        0.961748E-06        0.000000E+00        0.959427E-06        0.232119E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201105        0.111051E-03        0.139682E-03        0.977774E-05        0.516824E-04        0.782221E-04        0.286538E-05        0.295813E-04        0.257658E-05        0.265998E-04        0.288800E-06        0.298148E-05        0.273109E-05        0.273109E-05        0.408856E-17        0.000000E+00       -0.408856E-17        0.110078E-03        0.582598E-12        0.124636E-07        0.476999E-08        0.180089E-07        0.352431E-07        0.100719E-07        0.358958E-08        0.139910E-07        0.301975E-12        0.280624E-12        0.290662E-11        0.114230E-05        0.111051E-03        0.111051E-03        0.109755E-03        0.129551E-05        0.000000E+00        0.129333E-05        0.218353E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201106        0.109071E-03        0.127164E-03        0.890148E-05        0.470506E-04        0.712118E-04        0.353795E-05        0.334504E-04        0.318137E-05        0.300789E-04        0.356588E-06        0.337144E-05        0.313470E-05        0.313470E-05        0.729185E-18        0.000000E+00       -0.729185E-18        0.107696E-03        0.223117E-12        0.150324E-07        0.625049E-08        0.222404E-07        0.435236E-07        0.103330E-07        0.372627E-08        0.144269E-07        0.115647E-12        0.107470E-12        0.169691E-11        0.109925E-05        0.109071E-03        0.109071E-03        0.107696E-03        0.137488E-05        0.000000E+00        0.137286E-05        0.202653E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201107        0.584022E-04        0.560237E-04        0.392166E-05        0.207288E-04        0.313732E-04        0.300676E-05        0.233782E-04        0.270371E-05        0.210220E-04        0.303049E-06        0.235628E-05        0.229816E-05        0.229816E-05        0.794179E-19        0.000000E+00       -0.794179E-19        0.575228E-04        0.696351E-07        0.160088E-07        0.665500E-08        0.236835E-07        0.115982E-06        0.107242E-07        0.393116E-08        0.150685E-07        0.360936E-07        0.335415E-07        0.809361E-06        0.323193E-06        0.584022E-04        0.584022E-04        0.575228E-04        0.879423E-06        0.000000E+00        0.877474E-06        0.194791E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201108        0.542307E-04        0.503995E-04        0.352796E-05        0.186478E-04        0.282237E-04        0.281637E-05        0.228668E-04        0.253251E-05        0.205621E-04        0.283860E-06        0.230474E-05        0.218559E-05        0.218559E-05        0.269158E-20        0.000000E+00       -0.269158E-20        0.535487E-04        0.770786E-07        0.126178E-07        0.520617E-08        0.186259E-07        0.113528E-06        0.109970E-07        0.408097E-08        0.155278E-07        0.399517E-07        0.371269E-07        0.839784E-06        0.386774E-08        0.542307E-04        0.542307E-04        0.535487E-04        0.682016E-06        0.000000E+00        0.679916E-06        0.209986E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201109        0.657873E-04        0.615561E-04        0.430893E-05        0.227758E-04        0.344714E-04        0.283914E-05        0.284403E-04        0.255299E-05        0.255738E-04        0.286156E-06        0.286647E-05        0.251556E-05        0.251556E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.651523E-04        0.500012E-08        0.937640E-08        0.379319E-08        0.137621E-07        0.319318E-07        0.109844E-07        0.410516E-08        0.155560E-07        0.259168E-08        0.240844E-08        0.405880E-07        0.127436E-06        0.657873E-04        0.657873E-04        0.651074E-04        0.679872E-06        0.000000E+00        0.677736E-06        0.213614E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201110        0.604289E-04        0.479806E-04        0.335864E-05        0.177528E-04        0.268692E-04        0.289964E-05        0.328915E-04        0.260739E-05        0.295763E-04        0.292254E-06        0.331511E-05        0.281086E-05        0.281086E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.618899E-04        0.541722E-10        0.841120E-08        0.324312E-08        0.121786E-07        0.238871E-07        0.108192E-07        0.405724E-08        0.153484E-07        0.280788E-10        0.260934E-10        0.364024E-09        0.712546E-06        0.604289E-04        0.604289E-04        0.597682E-04        0.660706E-06        0.000000E+00        0.658626E-06        0.207935E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201111        0.483936E-04        0.264700E-04        0.185290E-05        0.979389E-05        0.148232E-04        0.267649E-05        0.321579E-04        0.240673E-05        0.289167E-04        0.269762E-06        0.324117E-05        0.273316E-05        0.273316E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.489388E-04        0.265589E-11        0.882310E-08        0.314640E-08        0.125080E-07        0.244802E-07        0.106698E-07        0.399903E-08        0.151453E-07        0.137661E-11        0.127928E-11        0.126058E-10        0.641011E-06        0.483936E-04        0.483936E-04        0.477227E-04        0.670875E-06        0.000000E+00        0.668892E-06        0.198330E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201112        0.338477E-04        0.771721E-05        0.540204E-06        0.285537E-05        0.432163E-05        0.234718E-05        0.281829E-04        0.211061E-05        0.253423E-04        0.236571E-06        0.284053E-05        0.252085E-05        0.252085E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.343355E-04        0.198368E-10        0.871407E-08        0.275897E-08        0.119892E-07        0.234821E-07        0.105267E-07        0.392221E-08        0.149285E-07        0.102819E-10        0.955488E-11        0.844485E-10        0.477992E-06        0.338477E-04        0.338477E-04        0.332633E-04        0.584400E-06        0.000000E+00        0.582491E-06        0.190908E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201201        0.324770E-04        0.114263E-04        0.799844E-06        0.422775E-05        0.639875E-05        0.224418E-05        0.238927E-04        0.201799E-05        0.214845E-04        0.226189E-06        0.240813E-05        0.241720E-05        0.241720E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.323465E-04        0.503803E-10        0.908298E-08        0.254936E-08        0.121557E-07        0.238384E-07        0.104100E-07        0.383089E-08        0.147233E-07        0.261134E-10        0.242670E-10        0.211398E-09        0.427091E-06        0.324770E-04        0.324770E-04        0.318964E-04        0.580642E-06        0.000000E+00        0.578793E-06        0.184875E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201202        0.321350E-04        0.133052E-04        0.931361E-06        0.492291E-05        0.745090E-05        0.239654E-05        0.216933E-04        0.215500E-05        0.195068E-04        0.241546E-06        0.218645E-05        0.253803E-05        0.253803E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.316709E-04        0.105772E-11        0.988991E-08        0.248681E-08        0.129335E-07        0.253113E-07        0.103456E-07        0.373967E-08        0.145717E-07        0.548243E-12        0.509479E-12        0.498610E-11        0.437996E-06        0.321350E-04        0.321350E-04        0.315512E-04        0.583824E-06        0.000000E+00        0.582033E-06        0.179148E-08        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
